label,person_id,f_0,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,f_9,f_10,f_11,f_12,f_13,f_14,f_15,f_16,f_17,f_18,f_19,f_20,f_21,f_22,f_23,f_24,f_25,f_26,f_27,f_28,f_29,f_30,f_31,f_32,f_33,f_34,f_35,f_36,f_37,f_38,f_39,f_40
0,99,2.5550014972686768,2.560664653778076,2.62416934967041,2.254394292831421,2.384570360183716,2.2525112628936768,2.30561900138855,1.7037922143936157,2.1464765071868896,2.2109341621398926,2.372418165206909,2.3139543533325195,2.653278112411499,2.5063416957855225,2.153719425201416,2.0986502170562744,2.398127317428589,2.0793936252593994,2.6511590480804443,2.703280210494995,2.755370616912842,2.589042901992798,2.678250312805176,2.4159135818481445,2.45611310005188,2.1230387687683105,2.464721202850342,2.399129867553711,2.5891051292419434,2.5321245193481445,3.0174560546875,2.8741328716278076,2.4188337326049805,2.364344596862793,2.858104705810547,2.21160888671875,1.9163477420806885,1.436583161354065,1.663421869277954,-0.3084771931171417,-0.605688750743866
0,99,2.720228910446167,2.692964792251587,2.756687879562378,2.205566883087158,2.360687732696533,2.3697590827941895,2.4292571544647217,1.553292155265808,2.0542831420898438,2.4394583702087402,2.529296398162842,2.4898295402526855,2.463388681411743,2.3584275245666504,2.2390449047088623,2.20514178276062,1.9752285480499268,2.2041022777557373,2.723374843597412,2.7378368377685547,2.79264235496521,2.4350147247314453,2.550166606903076,2.4263017177581787,2.475031614303589,1.8768986463546753,2.3486831188201904,2.532607078552246,2.6581594944000244,2.618987560272217,2.765231132507324,2.6590662002563477,2.402921199798584,2.3668274879455566,2.3948378562927246,2.4232337474823,1.626836895942688,1.4012953042984009,1.614351511001587,-0.19776800274848938,-0.5710453391075134
0,99,2.7390918731689453,2.7170212268829346,2.779754400253296,2.261909008026123,2.4137892723083496,2.3929316997528076,2.44903826713562,1.6118272542953491,2.139299154281616,2.484841823577881,2.573673963546753,2.5379889011383057,2.5074384212493896,2.4152626991271973,2.2771787643432617,2.245805501937866,2.0101544857025146,2.2609190940856934,2.771737813949585,2.7919516563415527,2.8464760780334473,2.5228540897369385,2.6382462978363037,2.481558322906494,2.5275561809539795,1.9689677953720093,2.4453868865966797,2.5996809005737305,2.7244718074798584,2.69065523147583,2.8320770263671875,2.7422730922698975,2.4633116722106934,2.4311628341674805,2.451760768890381,2.5008184909820557,1.563214659690857,1.462725043296814,1.6277276277542114,-0.26568642258644104,-0.6021046042442322
0,99,2.634660005569458,2.6149041652679443,2.6832313537597656,2.203230619430542,2.3590078353881836,2.297600746154785,2.3604865074157715,1.609681248664856,2.100132703781128,2.390784740447998,2.4981849193573,2.4608685970306396,2.53218674659729,2.4325203895568848,2.219558000564575,2.187573194503784,2.12074875831604,2.2272138595581055,2.671058177947998,2.695824384689331,2.754666328430176,2.478372573852539,2.593503475189209,2.3943734169006348,2.445803165435791,1.9813477993011475,2.397942304611206,2.5263071060180664,2.6677165031433105,2.6333563327789307,2.870088577270508,2.77436900138855,2.4287900924682617,2.3968989849090576,2.5699031352996826,2.444039821624756,1.6327500343322754,1.4610930681228638,1.6389433145523071,-0.2256198674440384,-0.5717427730560303
0,99,2.771472692489624,2.742896795272827,2.8052449226379395,2.2659225463867188,2.4214587211608887,2.4224510192871094,2.4806132316589355,1.6100653409957886,2.1367506980895996,2.397249698638916,2.490246534347534,2.4517152309417725,2.459289789199829,2.3652172088623047,2.2039647102355957,2.172297954559326,2.031128406524658,2.1843600273132324,2.792072296142578,2.8049404621124268,2.859801769256592,2.513097047805786,2.634364366531372,2.497173547744751,2.5462329387664795,1.9604148864746094,2.4401068687438965,2.509169340133667,2.637446880340576,2.6017801761627197,2.780081272125244,2.691002368927002,2.3882508277893066,2.356811046600342,2.469372272491455,2.4099061489105225,1.659496545791626,1.453497290611267,1.5892289876937866,-0.25276312232017517,-0.5860797166824341
0,99,2.6307356357574463,2.610480785369873,2.6737024784088135,2.1862823963165283,2.3325047492980957,2.295954704284668,2.353350877761841,1.5772794485092163,2.0796186923980713,2.332979440689087,2.4413015842437744,2.401001453399658,2.490770101547241,2.383301019668579,2.1729509830474854,2.1370158195495605,2.096360206604004,2.171027183532715,2.665817975997925,2.6890180110931396,2.7433292865753174,2.4540090560913086,2.5617666244506836,2.3891420364379883,2.4357693195343018,1.9391226768493652,2.3774752616882324,2.4628100395202637,2.6052403450012207,2.5672800540924072,2.8201284408569336,2.7163031101226807,2.375941038131714,2.339874744415283,2.5329630374908447,2.3750054836273193,1.6551307439804077,1.428304672241211,1.6121180057525635,-0.2500592768192291,-0.5809543132781982
0,99,2.699413537979126,2.674771785736084,2.7374229431152344,2.233832359313965,2.38627290725708,2.361649513244629,2.419236660003662,1.5945101976394653,2.118593215942383,2.4142956733703613,2.5066936016082764,2.4689342975616455,2.483633041381836,2.386793613433838,2.225851058959961,2.1941347122192383,2.014972686767578,2.2140679359436035,2.728388547897339,2.7460312843322754,2.8003625869750977,2.491028070449829,2.606775999069214,2.446329355239868,2.493914842605591,1.9453786611557007,2.4169833660125732,2.534593343734741,2.661954164505005,2.6260130405426025,2.806518316268921,2.71243953704834,2.4163572788238525,2.38399600982666,2.4485244750976562,2.4396207332611084,1.6061670780181885,1.4492074251174927,1.5160304307937622,-0.25831639766693115,-0.6456969380378723
0,99,2.664358139038086,2.6429240703582764,2.7052931785583496,2.218768358230591,2.3692426681518555,2.328758478164673,2.386214017868042,1.6034468412399292,2.1160390377044678,2.414752244949341,2.5134453773498535,2.4745564460754395,2.5195484161376953,2.4211714267730713,2.2366080284118652,2.202631950378418,2.090289354324341,2.232808828353882,2.6965394020080566,2.71828293800354,2.7721991539001465,2.4858694076538086,2.5987651348114014,2.4197728633880615,2.4667344093322754,1.9714272022247314,2.4109914302825928,2.553009510040283,2.6865627765655518,2.6505119800567627,2.8627498149871826,2.768618583679199,2.4477651119232178,2.4139366149902344,2.544996500015259,2.465564727783203,1.6133861541748047,1.4490814208984375,1.6160372495651245,-0.2387228012084961,-0.5858950614929199
0,99,2.7017922401428223,2.673590660095215,2.7362847328186035,2.2113068103790283,2.364384651184082,2.3577780723571777,2.415961503982544,1.569042682647705,2.090052366256714,2.3771703243255615,2.472383737564087,2.4353621006011963,2.4729983806610107,2.373361587524414,2.1969995498657227,2.1642467975616455,2.0523061752319336,2.1901392936706543,2.7187857627868652,2.7319443225860596,2.786346912384033,2.454237222671509,2.569627523422241,2.4289944171905518,2.476982831954956,1.9095433950424194,2.3822340965270996,2.49580454826355,2.625288486480713,2.590343713760376,2.7932591438293457,2.6963088512420654,2.3869223594665527,2.3536415100097656,2.4831957817077637,2.4064676761627197,1.6480770111083984,1.4401334524154663,1.611362338066101,-0.23723715543746948,-0.5910777449607849
0,99,2.764585494995117,2.730611801147461,2.7908809185028076,2.2327444553375244,2.3865978717803955,2.4102797508239746,2.4676425457000732,1.5611909627914429,2.092684745788574,2.460442066192627,2.5406997203826904,2.5040066242218018,2.4614498615264893,2.3690409660339355,2.2500200271606445,2.219731330871582,1.9815579652786255,2.2158830165863037,2.767270803451538,2.772951126098633,2.826178550720215,2.4549508094787598,2.5747134685516357,2.463749408721924,2.5122430324554443,1.8837361335754395,2.379519462585449,2.5582098960876465,2.6739041805267334,2.639652729034424,2.7682857513427734,2.679327964782715,2.417181968688965,2.386540412902832,2.407609701156616,2.44850754737854,1.6069059371948242,1.4589470624923706,1.5079090595245361,-0.224202960729599,-0.6269110441207886
